Date,AAPL,MSFT,AMZN,TSLA,NVDA,JPM
2023-07-31,193.91249084472656,328.86614990234375,133.67999267578125,267.42999267578125,46.6924934387207,148.53761291503906
2023-08-31,185.6937255859375,321.556884765625,138.00999450683594,258.0799865722656,49.31645202636719,137.60134887695312
2023-09-30,169.2267303466797,309.7742004394531,127.12000274658203,250.22000122070312,43.46860885620117,136.3695068359375
2023-10-31,168.7918243408203,331.7109375,133.08999633789062,200.83999633789062,40.75149917602539,131.72987365722656
2023-11-30,187.9969940185547,372.4932861328125,146.08999633789062,240.0800018310547,46.7373161315918,147.8527374267578
2023-12-31,190.5504608154297,369.67193603515625,151.94000244140625,248.47999572753906,49.49174880981445,161.13372802734375
2024-01-31,182.50405883789062,390.8471374511719,155.1999969482422,187.2899932861328,61.489410400390625,166.18763732910156
2024-02-29,179.11985778808594,407.3871765136719,176.75999450683594,201.8800048828125,79.06366729736328,177.33926391601562
2024-03-31,169.93344116210938,414.3600769042969,180.3800048828125,175.7899932861328,90.3050308227539,190.91184997558594
2024-04-30,168.79383850097656,383.44464111328125,175.0,183.27999877929688,86.353271484375,183.81907653808594
2024-05-31,190.77455139160156,409.5920715332031,176.44000244140625,178.0800018310547,109.57115936279297,194.25918579101562
2024-06-30,209.00355529785156,440.98760986328125,193.25,197.8800048828125,123.48046112060547,193.90444946289062
2024-07-31,220.3756103515625,412.7691345214844,186.97999572753906,232.07000732421875,116.96359252929688,205.13951110839844
2024-08-31,227.5055389404297,412.31707763671875,178.5,214.11000061035156,119.3124771118164,216.7074737548828
2024-09-30,231.47943115234375,425.324951171875,186.3300018310547,261.6300048828125,121.39186096191406,203.26931762695312
2024-10-31,224.4357147216797,401.65185546875,186.39999389648438,249.85000610351562,132.70736694335938,215.24215698242188
2024-11-30,236.04058837890625,419.4018249511719,207.88999938964844,345.1600036621094,138.19520568847656,242.2056121826172
2024-12-31,249.05946350097656,417.4606018066406,219.38999938964844,403.8399963378906,134.2460174560547,232.496826171875
